r1_id,year,anzahl_haushalte,arbeitslosenquote,anteil_oberklassewagen,kaufkraft_pro_haushalt,anteil_efh,anteil_mfh,anteil_wohnblock,anteil_auslaender,kreditrisiko,anteil_60_plus
4534_3272,2005,123,11.8199996948242,6.96000003814697,39514.23577235772,21.14000034332272,67.4799995422363,8.13000011444092,7.379997253417997,0.5999111207326252,25.00999999046325
4534_3273,2005,4041,16.4799995422363,5.920000135898586,34477.90274684484,9.2099997997284,17.380000591278048,73.3300018310546,6.639999389648395,0.7788777865303874,27.859999895095832
4534_3274,2005,2547,8.10000038146973,7.5699999332428,41322.22536317236,34.0799999237061,37.2900009155274,28.3100004196167,5.120002746582003,0.6108666621314157,30.64000058174133
4534_3275,2005,1731,11.3599996566772,8.639999747276304,39562.12478336222,40.7299995422363,19.4100003242493,39.5699987411499,8.349998474121094,0.6512000009748676,29.220000267028812
4534_3276,2005,1550,15.2700004577637,8.980000138282776,34777.01806451613,35.87000083923335,7.49000000953674,56.4500007629395,9.559997558593807,0.6807889042960276,28.63000059127808
4534_3277,2005,216,9.07999992370605,5.529999822378157,41136.8287037037,69.44999814033507,25.00000000000004,4.63000011444092,3.8199996948242045,0.4207111138767667,27.84999990463256
4534_3280,2005,166,11,5.350000143051147,37259.572289156626,62.6500015258789,21.69000077247619,12.0500001907349,2.1999969482422017,0.5528555549515617,22.06000030040741
4534_3281,2005,239,11,4.1899999827146495,39373.55230125523,86.2000007629395,13.3900003433228,0,2.040000915527301,0.3957333381970725,22.07000029087068
4535_3258,2005,17,0,12.1400003433228,57626,82.3500022888183,17.6499996185303,0,4.050003051757798,0.16993333180745443,30.37000036239625
4535_3260,2005,400,1.78999996185303,11.36000037193298,54831.1375,33.25,47.75,16.75,3.8300018310547017,0.3302777777777778,32.87999987602235
4535_3261,2005,1286,1.98000001907349,11.690000295639031,56663.69129082426,36.92999982833866,45.8799991607667,15.160000324249271,4.709999084472699,0.3551222176022001,35.3199999332428
4535_3262,2005,246,3.60999989509583,8.02999997138977,44130.13821138212,17.479999691247922,26.830000400543252,54.0600004196167,7.389999389648395,0.5961555727322894,32.28999996185302
4535_3263,2005,43,4,9.15000009536743,47996.53488372093,13.9499998092651,9.30000019073486,76.7399978637695,9.019996643066406,0.39275554656982403,29.359999656677232
4535_3264,2005,NA,2,17.9799995422363,NA,100,0,0,3.9300003051757955,0.1111111111111111,37.09999990463256
4535_3265,2005,276,2.73000001907349,11.260000169277228,48880.692028985504,38.400000572204604,35.50000190734864,25.36999988555904,3.459999084472699,0.3164777799447376,30.22000002861023
4535_3266,2005,439,3.03999996185303,5.63999998569488,40081.93621867881,9.339999854564667,52.170000076294,33.7199993133545,3.3199996948242045,0.6552999902268252,27.68999981880189
4535_3269,2005,NA,0,12.25,NA,100,0,0,3.3499984741210938,0.1111111111111111,35.90999984741211
4535_3270,2005,NA,0,12.25,NA,100,0,0,3.3499984741210938,0.1111111111111111,35.90999984741211
4535_3271,2005,422,6.15999984741211,4.819999754428858,44822.315165876775,35.550000667572,25.1100006103516,38.85999965667728,5.089996337890597,0.4404666691356235,36.61999988555908
4535_3272,2005,4977,21.6599998474121,7.559999853372578,32434.33895921238,6.49000000953674,7.26999998092651,85.8199977874756,11.269996643066406,0.8639444326029885,31.24999976158142
4535_3273,2005,2295,11.4399995803833,8.010000169277193,40165.73594771242,29.1999998092651,17.26000022888183,52.590000152587905,6.580001831054702,0.6480222135119971,33.69999980926513
4535_3274,2005,911,6.03999996185303,7.900000214576726,48306.115257958285,70.5799980163574,25.03000068664549,2.96000003814697,7.699996948242202,0.42415554735395666,32.1800000667572
4535_3275,2005,2045,14.1899995803833,8.540000140666956,37681.39608801956,21.02999973297121,10.760000228881829,67.6299991607665,6.699996948242202,0.6842888906266951,30.93000006675719
4535_3276,2005,2112,16.3299999237061,8.54999995231628,34089.91950757576,12.789999961853031,10.04000020027161,76.9400005340576,6.540000915527301,0.7420111109150778,33.3199999332428
4535_3277,2005,235,7.48999977111816,3.170000016689304,33444.96170212766,32.33999985456465,13.189999818801871,14.05000019073487,4.360000610351605,0.5470333337783815,37.7699999809265
4536_3258,2005,32,0,11.259999752044681,54082,75,21.8799991607666,0,4.050003051757798,0.28821110513475207,30.37000036239625
4536_3259,2005,36,5,8.32000017166138,44426.27777777778,75.0000019073486,24.99999999999995,0,2.190002441406193,0.6018888801998562,20.61999964714051
4536_3260,2005,106,0,26.2600002288818,56907.06603773585,26.409999310970314,49.0500011444091,24.5300006866455,4.769996643066406,0.307044443488121,33.02999997138977
4536_3261,2005,483,1.77999997138977,13.90000057220462,54580.892339544516,33.95000028610231,34.7800006866455,24.840000629425,4.8199996948242045,0.48193332725101035,34.47999954223632
4536_3262,2005,240,4,11.82000017166138,43831.95,17.0799999833107,47.9100017547607,32.0799999237061,9.019996643066406,0.4630444463094076,29.359999656677232
4536_3263,2005,23,4,13.28999996185302,47996.52173913043,4.34999990463257,95.6500005722046,0,9.019996643066406,0.36715555402967653,29.359999656677232
4536_3264,2005,44,7,15.539999485015871,58617.318181818184,47.73000001907348,45.4500007629395,0,3.75,0.6237444443172877,31.24000000953674
4536_3266,2005,221,1.88999998569489,8.219999909400935,45526.97737556561,24.889999389648402,34.3900003433228,40.72000074386601,4.050003051757798,0.6274222220314878,31.98000001907349
4536_3267,2005,380,1,11.7000002861023,57369.07894736842,65.5200004577636,33.1600008010864,0,4.650001525878906,0.3382999959256917,35.410001039505005
4536_3268,2005,256,0,10.62000036239624,51776.0390625,87.8899993896485,10.5500001907349,0,3.3499984741210938,0.2568999976581997,35.90999984741211
4536_3269,2005,288,2.22000002861023,9.68000018596649,48445.913194444445,82.640001296997,17.009999990463232,0,5.8199996948242045,0.35148888852861165,31.01000022888184
4536_3270,2005,187,0.730000019073486,12.210000276565571,55482.55614973262,41.18000125885007,40.6400012969971,14.9700002670288,3.6500015258789062,0.27748888545566125,35.73000025749205
4536_3271,2005,1550,2.11999988555908,9.79999995231629,51279.85161290323,49.2900009155273,41.2899990081787,8.57999992370606,4.169998168945298,0.38258888933393687,40.03000020980834
4536_3272,2005,3453,18.4899997711182,7.619999945163726,32336.76802780191,7.099999666213989,16.18000006675726,76.1900024414062,14.199996948242202,0.804033320479923,28.000000238418572
4536_3273,2005,1961,12.789999961853,7.060000240802769,37139.60734319225,22.890000343322733,35.340000152587905,40.12999963760373,9.830001831054702,0.6950888877444797,23.55000019073487
4536_3274,2005,2589,16.0100002288818,6.780000209808346,33533.03398995751,8.88999986648559,40.1299991607666,49.050001144409165,9.650001525878906,0.7660555524296231,27.07000017166138
4536_3275,2005,4786,17.3400001525879,8.590000212192532,33355.94567488508,7.85999989509582,25.95000028610232,65.8600025177002,13.980003356933594,0.7490999894671967,30.87000012397766
4536_3276,2005,1679,19.2099990844727,6.939999878406523,33222.67718880286,8.58000016212463,27.75999975204471,63.4899997711182,11.980003356933594,0.7921555444929337,30.20000052452087
4536_3277,2005,423,1.17999994754791,9.01000010967254,49923.9976359338,66.67000007629389,25.99999999999999,6.38000011444092,3.690002441406193,0.4144222218460505,33.38999986648559
4536_3278,2005,NA,11,7.029999792575832,NA,100,0,0,7.199996948242202,0.1111111111111111,34.290000677108765
4537_3260,2005,NA,5,16.98000049591069,NA,100,0,0,5.709999084472699,0.1111111111111111,42.72000026702877
4537_3261,2005,704,3.8199999332428,4.950000047683719,54273.66761363636,31.81999921798706,36.2200012207031,30.110000610351598,5.489997863769503,0.3710666640599569,40.43000030517582
4537_3262,2005,331,2.82999992370606,11.310000300407431,55229.1752265861,38.67000007629395,42.3000011444091,14.8100001811981,4.360000610351605,0.4173222287495932,32.30000042915344
4537_3263,2005,NA,7,4.46000003814697,NA,33.3300018310547,44.439998626709,0,3.75,0.17284444597032336,31.24000000953674
4537_3266,2005,NA,1,3.76999998092651,NA,100,0,0,4.650001525878906,0.3333111233181425,35.410001039505005
4537_3267,2005,218,1,10.4300000667572,58093.2247706422,63.7600002288818,33.95000076293949,0,4.650001525878906,0.4316111172570121,35.410001039505005
4537_3268,2005,276,1.49000000953674,10.59000015258789,54925.17028985507,57.60000038146974,26.08999967575071,13.4099998474121,5.010002136230497,0.4895444469981724,32.61000013351441
4537_3269,2005,102,3.88000011444092,6.5899997949600255,50498.93137254902,66.670000076294,18.6299991607666,14.710000038147,7.669998168945298,0.2799333339267308,27.34000015258789
4537_3270,2005,230,0.560000002384186,16.67000055313115,59545.004347826085,50.87000083923335,46.0899982452393,0,3.0899963378905966,0.2632333321041534,37.899999856948845
4537_3271,2005,1230,4.44000005722046,12.13000035285952,49420.36829268293,30.8200006484985,36.9199981689454,31.220001220703097,4.160003662109403,0.4154888833893671,37.42999958992003
4537_3272,2005,4850,15.3500003814697,6.399999856948853,34057.45711340206,2.430000007152561,43.5899996757507,52.6000003814697,8.639999389648395,0.7162555318408549,28.41999983787536
4537_3273,2005,4946,16.4500007629394,7.249999940395352,34609.1215123332,1.0600000023841858,29.05999946594234,68.560001373291,11.120002746582003,0.7676444533136153,25.01999998092651
4537_3274,2005,3629,18.0900001525879,6.999999761581421,31795.97437310554,2.039999976754186,57.2900018692017,39.37999916076656,10.940002441406193,0.807211104697652,26.629999637603753
4537_3275,2005,5396,19.2000007629394,6.050000131130214,30879.813194959228,1.460000038146977,54.6300010681152,43.7500009536743,10.940002441406193,0.835977781828906,24.11999988555908
4537_3276,2005,2428,13.289999961853,6.95000022649765,37595.33154859967,14.82999992370608,47.440001487731905,37.05999946594243,7.830001831054702,0.6922333378261987,28.04999947547913
4537_3277,2005,1579,15.75,6.780000150203704,38544.39075364154,17.10000038146973,13.23999977111816,47.3100004196167,4.690002441406193,0.7022111113866168,28.069999933242798
4537_3278,2005,NA,25,5.699999809265134,NA,50,50,0,5.059997558593807,0.1111111111111111,21.08999979496003
4537_3281,2005,178,11,4.78000020980835,39826.410112359554,74.1599998474121,25.840000152587862,0,2.5999984741210938,0.5249555640750456,28.46999955177306
4537_3282,2005,641,10.8599996566772,5.170000001788139,35228.77223088923,31.8200001716614,47.7399997711181,19.9699993133545,2.5999984741210938,0.6823555713229706,28.54999995231628
4538_3260,2005,200,5,10.690000295639031,49373.28,63,29,4.5,2.9700012207030966,0.4772222222222222,23.26000022888185
4538_3261,2005,654,3.39000010490417,8.16999983787537,52971.0122324159,33.0300006866455,49.090000152587905,16.05000019073487,5.080001831054702,0.5732333366076154,33
4538_3262,2005,1339,0.449999988079071,11.97000050544739,58026.0784167289,26.97000074386596,57.8799991607666,11.65000009536743,4.400001525878906,0.324688884284761,35.4000005722046
4538_3263,2005,676,2.73000001907349,8.350000083446504,54160.53402366864,32.10000061988829,52.659999847412095,14.2000000476837,4.120002746582003,0.38683333343929704,34.50999975204468
4538_3267,2005,NA,3,18.1200008392334,NA,0,0,0,6.379997253417997,1,38.950000286102295
4538_3268,2005,NA,3,18.1200008392334,NA,0,0,0,6.379997253417997,1,38.950000286102295
4538_3269,2005,11,3,18.1200008392334,49942,63.63999938964839,27.2700004577637,0,6.379997253417997,0.5959555774264866,38.950000286102295
4538_3270,2005,12,3,11.990000367164658,49988.416666666664,41.66000175476075,50,0,5.589996337890597,0.5925777774386934,39.10000038146973
4538_3271,2005,886,4.26999998092651,10.07000029087066,49640.17155756208,16.93000006675726,32.7300004959106,48.3099994659424,4.019996643066406,0.39063333564334446,37.639999866485596
4538_3272,2005,2857,17.1700000762939,7.03000009059906,32080.97934896745,5.289999783039093,54.289999961853,39.80000066757205,9.699996948242202,0.7974333518081246,24.099999666213982
4538_3273,2005,2472,19.9500007629394,8.240000128746034,32021.59506472492,1.979999959468844,18.07999968528743,79.0800018310547,11.220001220703097,0.830599988516834,24.100000381469737
4538_3274,2005,2195,14.6000003814697,8.160000026226047,37408.31662870159,5.419999957084655,43.920001029968304,45.880000114440946,14.150001525878906,0.7721111032697886,21.689999818801862
4538_3275,2005,6007,19.2199993133545,7.590000212192535,29527.88530048277,1.1599999945610777,25.27999973297123,72.57999801635751,17.2099990844727,0.8342222240236072,19.040000081062317
4538_3276,2005,2553,16.2900009155273,7.780000030994416,33072.82452017235,4.390000075101847,39.53000068664554,53.75,10.949996948242202,0.7863777773247821,24.65000009536743
4538_3277,2005,4633,17.2399997711182,5.679999917745587,32822.99913662853,5.31000018119812,52.710000038147,41.340000152587905,7.279998779296903,0.7494111167060005,29.61999988555906
4538_3278,2005,1288,6.28999996185303,8.629999548196794,40957.667701863356,37.2700004577637,39.9099998474122,22.58999967575075,5.5,0.6372111180093554,31.1399998664856
4538_3279,2005,20,8,6.15999984741211,43146.75,75,25,0,6.459999084472699,0.32222222222222224,28.989999771118168
4538_3280,2005,NA,8,21.3299999237061,NA,100,0,0,6.459999084472699,0.1111111111111111,28.989999771118168
4538_3281,2005,215,3.9300000667572,10.53000044822693,46923.66046511628,27.43999934196473,56.7400016784668,15.3500003814697,2.6800003051757955,0.5401111173629768,32.48000001907348
4538_3282,2005,515,2.64000010490417,8.42000007629394,46351.88349514563,48.1599998474121,42.920000076294,7.38000011444092,3.010002136230497,0.4949111048380536,32.76999998092652
4538_3283,2005,229,1.03999996185303,4.520000077784066,46300.38864628821,26.640000760555214,22.71000003814695,48.9099998474121,4.279998779296903,0.5438444513082504,31.779999494552612
4538_3284,2005,26,10.8100004196167,8.51000022888184,31348.96153846154,0,88.4599990844727,0,3.9199981689452983,0.7008666504753965,28.63000035285949
4539_3261,2005,525,4.46999979019165,6.43999981880188,52674.75619047619,80.95000076293951,14.290000438690189,2.09999990463257,3.6500015258789062,0.2648666701714199,27.73999953269959
4539_3262,2005,1749,2.60999989509583,7.8299998044967705,51200.32761578044,31.449999809265158,43.569999694824304,23.26999950408932,6.699996948242202,0.42048888365427634,32.89999961853029
4539_3263,2005,1733,0.5,10.37999987602233,58777.93190998269,27.579999446868857,50.2600002288818,19.5599994659424,4.730003356933594,0.31217778311835376,36.5200002193451
4539_3264,2005,22,0,13.28000020980835,65934.77272727272,77.2699966430664,18.1800003051758,0,4.260002136230497,0.1111111111111111,40.33999967575073
4539_3267,2005,NA,3,18.1200008392334,NA,0,0,0,6.379997253417997,1,38.950000286102295
4539_3270,2005,201,3,7.909999847412109,57776.114427860695,17.4099998474121,18.40999937057495,64.1800003051758,6.260002136230497,0.4367888908916049,30.910000085830692
4539_3271,2005,1237,6.3600001335144,10.82000041007995,50063.641067097815,9.77999997138977,5.33999991416932,84.39999675750734,4.25,0.42987778017918277,36.46000027656555
4539_3272,2005,NA,4.59999990463257,12.8999996185303,NA,40,60,0,6.169998168945298,0.28888888888888886,28.79000020027162
4539_3273,2005,1127,14.289999961853,4.710000127553942,34166.815439219165,3.1999998986721088,27.33000063896183,68.1499977111816,12.489997863769503,0.7201000010636116,29.01000022888184
4539_3274,2005,33,15.329999923706,12.420000076294,44405.818181818184,24.2399997711182,12.1199998855591,0,10.610000610351605,0.47469999975628324,26.77000021934509
4539_3275,2005,1012,14.1599998474121,6.259999930858611,29093.145256916996,2.87000000476837,8.990000367164615,86.66000032424928,18.9599990844727,0.9399999988658556,20.59999990463256
4539_3276,2005,1257,15.829999923706,9.210000395774845,33271.45584725537,3.579999983310703,3.340000063180921,93,13.930000305175795,0.8509555589490462,18.62999999523163
4539_3277,2005,514,15.25,8.76000022888184,34420.22957198443,9.3400000333786,6.419999837875371,83.2700004577636,13.150001525878906,0.7592444488737317,19.91000008583069
4539_3278,2005,871,3.55999994277954,10.35000026226044,47307.06773823192,55.219998359680204,36.1700000762939,8.15000009536743,4.6800003051757955,0.44113334231906454,32.3500006198883
4539_3279,2005,942,0.509999990463257,11.20000028610229,53773.58704883227,57.4299983978271,33.659999847412095,8.27999973297119,3.8399963378905966,0.3094333348009322,33.05999970436096
4539_3280,2005,898,0.5,11.260000467300419,54044.81180400891,53.6699991226197,36.8600006103515,8.13000011444092,3.5299987792969034,0.3775888913207586,35.59000015258789
4539_3281,2005,275,2.0699999332428,7.360000073909764,43208.490909090906,37.820000648498564,9.82000017166138,52.3600006103516,2.690002441406193,0.4121222248342297,31.46000027656556
4539_3282,2005,904,0.140000000596046,9.48999965190888,53872.875,66.1499996185303,28.090000152587862,4.8599998950958305,2.9100036621094034,0.3462555604510839,29.55000042915345
4539_3283,2005,1463,0.790000021457672,10.5200001001358,52578.053998632946,75.32999801635751,20.91000056266787,2.86999988555908,2.639999389648395,0.32484444151322034,31.60000014305114
4539_3284,2005,753,4.55000019073486,8.86000001430512,48987.52722443559,57.109998703003,31.0799994468689,10.6300002336502,3.489997863769503,0.41943333519829684,30.7999997138977
4540_3261,2005,1061,3.83999991416931,8.46000015735626,49267.28934967012,63.4299983978272,20.83000040054318,14.41999959945679,3.25,0.3737333291106756,25.64000058174134
4540_3262,2005,2172,0.860000014305115,8.53000020980835,51714.979281767955,21.77000045776366,38.1200008392333,36.33000040054323,5.669998168945298,0.38032222357061163,26.85999989509582
4540_3263,2005,1812,0.310000002384186,13.11000037193298,61465.70253863135,33.17000055313113,49.7200012207031,15.28999972343448,5.269996643066406,0.2651777786016464,36.77999973297119
4540_3264,2005,812,0.360000014305115,14.59000015258793,62464.775862068964,45.0699996948242,41.0100002288818,12.3199996948242,4.830001831054702,0.26433333264456865,37.63000011444092
4540_3265,2005,NA,1,0,NA,100,0,0,4.260002136230497,0.3333333333333333,35.31000018119812
4540_3269,2005,NA,3,18.1200008392334,NA,0,100,0,6.379997253417997,0.2222222222222222,38.950000286102295
4540_3270,2005,50,2,10.15000021457673,63530.12,16,58,26,6.129997253417997,0.4088888888888889,30.040000438690186
4540_3271,2005,1163,2.86999988555908,11.92999982833862,52301.821152192606,28.200000762939403,49.7900009155273,20.6299991607666,5.959999084472699,0.42148889329698347,31.10000038146973
4540_3272,2005,117,2.07999992370606,7.99000000953674,57270.13675213675,35.040001869201674,62.38999843597412,0,7.169998168945298,0.4320777834786312,34.15000033378601
4540_3273,2005,391,2.72000002861023,12.33000004291537,56403.79283887468,42.19999837875367,44.25,7.67000007629395,7.019996643066406,0.48201110574934275,33.74000024795533
4540_3274,2005,251,11.9399995803833,6.84000015258789,38581.430278884465,8.36999988555908,78.07999897003178,9.96000003814697,11.540000915527301,0.5555777796109511,37.13000059127808
4540_3275,2005,4966,16.4799995422363,6.34999990463257,32808.17237213049,6.57000017166138,55.2700004577637,37.46000099182124,11.480003356933594,0.745288890467749,28.0200002193451
4540_3276,2005,265,11.6800003051758,8.540000140666963,42254.3358490566,80.76000213623048,6.799999833107,11.3199996948242,13.360000610351605,0.3677111122343273,23.38999962806701
4540_3277,2005,52,7.53999996185303,6.399999797344203,39091.980769230766,69.229998588562,17.3099994659424,0,4.330001831054702,0.5534888892703587,27.990000486373912
4540_3278,2005,493,1.98000001907349,8.77999997138977,49328.38539553752,39.96000099182127,51.1199989318848,7.51000022888184,3.1999969482422017,0.42822222100363794,33.46999979019165
4540_3279,2005,226,1,8.099999964237211,53560.35398230088,68.13999843597409,30.529999256133998,0,3.6800003051757955,0.31656667179531545,33.450000047683716
4540_3280,2005,102,0.610000014305115,15.030000209808339,55620.78431372549,71.5699996948242,26.4699993133545,0,3.1999969482422017,0.30384444448682996,34.76999974250793
4540_3281,2005,665,0,7.540000021457672,53719.64060150376,67.96999931335449,29.919999122619668,1.35000002384186,3.9499969482422017,0.4658333349227904,28.65000009536744
4540_3282,2005,1851,0.469999998807907,9.34000051021576,52229.727714748784,61.5299987792969,25.38999938964845,12.309999942779541,2.959999084472699,0.3760888960626392,30.650000572204583
4540_3283,2005,1117,1.4099999666214,9.00000023841858,50291.35899731424,63.4700012207031,25.52000045776366,10.209999561309811,3.459999084472699,0.43813333272933935,31.00000023841858
4540_3284,2005,755,4,7.699999868869782,45350.20132450331,79.0799970626831,12.3199996948242,8.6100001335144,3.2699966430664062,0.39323333581288655,32.99999928474426
4541_3260,2005,1062,5,8.61000001430511,47267.088512241055,41.3400001525878,32.1000003814697,24.01000022888186,3.370002746582003,0.328411111831665,23.85999989509581
4541_3261,2005,1415,2.71000003814697,7.42000004649162,51564.91660777385,57.1000003814697,22.539999961853,19.93000030517575,3.059997558593807,0.37261110703150435,32.650000095367425
4541_3262,2005,1286,2.5,7.540000081062315,51570.76205287714,34.3700008392334,42.530000686645494,20.0599994659424,4.190002441406193,0.38506666421890223,33.7900002002716
4541_3263,2005,1703,2.15000009536743,10.43999969959259,54429.40516735173,24.960000514984173,55.6699981689453,15.7399997711182,5.889999389648395,0.348433329794142,32.81999993324279
4541_3264,2005,1774,4.1399998664856,8.0200001001358,48415.12288613303,29.93999910354615,58.689998626709,10.4799995422363,5.080001831054702,0.41091110812293136,30.90999984741211
4541_3265,2005,980,4.03999996185303,7.249999821186067,48150.85816326531,36.01999950408941,62.860000610351605,1.01999998092651,2.959999084472699,0.3317222221692401,32.42000007629395
4541_3267,2005,23,3,15.2300000190735,47317.913043478264,100,0,0,6.379997253417997,0.1111111111111111,38.950000286102295
4541_3268,2005,19,0,7.33999991416931,46252.94736842105,10.5299997329712,0,89.4700012207031,6.3199996948242045,0.11695555369059243,40.85000038146977
4541_3269,2005,NA,1,21.4399995803833,NA,33.3300018310547,66.6699981689453,0,5.110000610351605,0.25925555759006075,38.49999999999996
